Country Name,"Country Code","Series Name","Series Code","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Hong Kong SAR, China","HKG","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","45.45","45.38","44.4","44.66","44.79","44.08","44.47","42.53","40.28","36.731","37.049","37.578","39.963","39.263","41.427","41.936","41.518","40.943","40.46","36.567"
Hungary,"HUN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","23.644","23.322","23.062","22.775","22.548","22.356","22.337","22.284","22.6","23","22.5","24.1","24.6","26.8","28.4","29.4","29.6","29","27.4","27.8"
Iceland,"ISL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","79.495","70.366","76.266","75.651","78.065","80.31","79.511","79.447","75.481","76.089","74.57","78.039","81.46","78.752","81.988","83.468","82.391","80.978","80.614","75.434"
India,"IND","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","27.86","27.466","27.074","26.686","26.302","24.762","23.283","21.867","20.514","19.225","18.163","17.148","16.636","16.083","15.494","14.915","14.336","13.73","13.098","12.489"
Indonesia,"IDN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","40.516","40.296","39.221","40.234","38.133","39.45","40.374","38.948","38.506","37.842","37.223","38.234","37.239","36.254","36.95","36.909","37.789","38.199","39.981","38.857"
"Iran, Islamic Rep.","IRN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","13.657","14.349","15.069","15.819","16.599","15.441","14.152","12.098","12.468","12.229","10.441","11.421","9.638","8.602","9.601","10.98","12.248","11.969","11.087","7.98"
Iraq,"IRQ","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","5.422","5.618","5.827","6.05","6.283","6.528","6.784","6.599","6.411","6.224","6.04","5.86","6.347","6.862","7.852","8.945","5.032","5.626","6.229","6.411"
Ireland,"IRL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","68.291","65.989","65.868","64.302","65.569","64.77","64.184","61.853","57.395","51.686","49.131","48.594","48.104","45.823","44.596","48.291","45.486","45.016","45.897","43.095"
Isle of Man,"IMN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Israel,"ISR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","54.156","50.341","51.858","52.581","53.649","54.004","52.695","50.796","51.091","50.883","48.302","50.01","49.503","49.846","49.296","49.34","49.47","48.899","48.228","44.749"
Italy,"ITA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","32.461","30.896","30.132","31.945","28.734","26.863","25.433","25.526","23.671","23.121","22.791","23.995","23.401","23.084","21.68","22.753","22.118","21.89","22.008","18.869"
Jamaica,"JAM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","35.1","34.351","33.61","33.32","33.167","33.014","32.862","32.71","28.911","26.181","28.518","26.745","27.022","27.064","29.247","32.681","32.574","30.476","31.649","30.133"
Japan,"JPN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","46.492","45.288","44.508","44.502","45.113","45.51","44.785","44.894","44.938","43.949","43.695","42.015","43.486","43.609","43.089","44.933","45.218","48.131","50.184","49.118"
Jordan,"JOR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","10.68","11.215","10.346","10.272","10.201","10.386","12.062","11.566","11.764","11.695","11.661","11.355","10.783","10.484","11.274","12.035","12.747","9.777","9.683","9.671"
Kazakhstan,"KAZ","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","49.244","47.852","47.44","46.22","45.678","45.141","44.604","44.064","43.984","43.396","42.848","42.53","42.149","41.904","41.858","41.819","41.585","41.35","41.102","40.227"
Kenya,"KEN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","50.081","49.657","49.231","48.806","48.381","47.954","47.525","47.092","46.656","46.223","45.799","45.375","44.95","44.527","44.11","43.678","40.816","38.035","35.327","34.043"
Kiribati,"KIR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Korea, Dem. People's Rep.","PRK","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","80.665","80.657","80.594","80.511","80.239","80.429","80.609","80.349","80.507","80.622","80.608","80.552","80.533","80.509","80.712","80.371","80.802","81.326","81.379","79.884"
"Korea, Rep.","KOR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","37.007","37.575","37.64","38.116","36.757","33.774","30.485","28.782","27.259","27.859","27.835","28.708","28.919","30.117","31.887","32.021","31.581","31.606","30.71","29.326"
Kosovo,"XKX","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kuwait,"KWT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","24.558","25.277","26.01","25.173","24.353","23.552","22.77","22.006","21.26","20.533","19.825","19.135","18.464","17.811","17.177","16.56","16.536","16.489","16.458","15.127"
Kyrgyz Republic,"KGZ","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","42.956","43.215","41.32","39.553","39.935","39.265","37.005","34.888","34.412","34.934","35.664","31.414","32.159","31.024","29.592","26.745","22.81","24.17","22.635","22.954"
Lao PDR,"LAO","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","62.169","61.585","60.969","60.299","59.536","58.587","57.772","56.93","56.132","55.202","54.336","53.468","52.593","51.764","50.987","50.257","49.549","50.016","50.56","51.077"
Latvia,"LVA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","31.121","33.876","32.346","30.639","31.971","33.998","35.793","36.511","35.873","37.177","33.65","36.067","35.991","35.298","37.13","35.941","36.548","34.744","32.825","31.533"
Lebanon,"LBN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","18.715","18.612","18.503","18.414","18.503","18.598","18.69","19.436","20.205","20.996","21.806","22.635","23.48","24.34","25.237","26.129","26.95","27.692","28.36","24.629"
Lesotho,"LSO","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","56.033","54.514","52.984","51.447","49.902","48.35","46.786","45.217","43.654","42.098","40.554","39.024","37.517","35.344","33.193","31.074","28.998","26.973","25.006","24.756"
Liberia,"LBR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","54.907","54.855","55.003","55.018","55.072","55.156","55.243","55.235","55.188","55.154","54.705","54.381","54.446","54.457","54.371","54.242","54.095","53.907","53.669","52.603"
Libya,"LBY","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","11.603","11.558","11.506","11.447","11.385","11.294","11.179","11.075","10.978","10.884","10.803","10.74","10.694","10.654","10.62","10.589","10.562","10.536","10.509","9.298"
Liechtenstein,"LIE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Lithuania,"LTU","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","27.922","27.454","28.806","19.374","20.591","23.343","22.346","25.288","25.85","25.427","24.084","26.057","27.017","29.588","30.781","31.853","32.168","34.08","35.645","34.191"
Luxembourg,"LUX","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","32.06","31.176","29.676","26.397","25.472","26.015","26.565","27.123","30.731","23.994","24.212","24.872","21.623","25.42","34.625","31.373","28.529","32.282","31.33","30.955"
"Macao SAR, China","MAC","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","44.425","41.12","33.08","33.5","37.72","39.18","45.03","47.22","49.855","47.818","48.318","45.227","47","46.1","44.736","41.682","41.3","41.874","42.516","41.708"
Madagascar,"MDG","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","73.294","73.291","73.257","73.183","73.06","73.046","73.032","73.019","73.005","72.991","72.977","72.964","72.95","72.936","72.922","72.54","72.192","71.88","71.594","70.914"
Malawi,"MWI","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","67.592","67.6","67.575","67.563","67.601","66.108","64.574","62.985","61.345","59.672","57.972","56.046","54.096","52.133","50.164","48.197","46.239","45.802","45.325","52.868"
Malaysia,"MYS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","35.335","35.13","34.926","34.722","34.518","34.316","34.113","33.912","33.71","33.51","33.31","33.915","34.525","35.14","34.47","35.33","35.62","35.91","37.65","34.88"
Maldives,"MDV","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","30.592","31.391","32.189","32.989","33.795","34.513","35.177","35.935","36.832","37.386","38.023","38.732","39.5","40.261","40.866","41.362","41.965","42.321","42.38","37.844"
Mali,"MLI","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","51.664","51.572","51.497","51.516","51.581","51.695","51.826","51.975","52.15","52.352","52.581","52.925","53.19","53.252","57.198","55.325","53.439","49.51","45.575","41.476"
Malta,"MLT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","60.476","58.086","57.07","50.352","51.326","49.061","50.461","49.989","48.304","48.096","47.964","48.92","50.262","52.319","49.424","48.896","51.15","55.214","53.823","50.861"
Marshall Islands,"MHL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mauritania,"MRT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","16.478","16.534","16.539","16.55","16.539","16.481","16.525","16.458","16.347","16.338","16.436","16.616","15.948","15.269","14.612","13.975","13.358","13.28","13.185","12.876"
Mauritius,"MUS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","31.604","33.947","35.53","35.236","34.945","35.932","34.138","32.173","31.347","33.528","32.62","32.714","32.021","32.688","35.828","35.552","35.663","37.257","34.583","29.38"
Mexico,"MEX","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","34.635","32.682","32.633","32.471","34.323","34.983","35.09","34.131","33.381","33.285","33.31","33.833","33.089","32.06","31.646","31.248","30.832","30.898","32.401","28.668"
"Micronesia, Fed. Sts.","FSM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Moldova,"MDA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","30.927","30.318","25.788","24.117","23.223","29.906","27.521","29.908","33.157","39.777","41.544","40.758","42.028","43.83","46.363","43.425","41.051","36.149","38.267","35.208"
Monaco,"MCO","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mongolia,"MNG","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","37.546","37.118","36.419","35.293","34.565","33.71","32.7","29.093","28.822","27.177","27.327","27.16","26.994","25.314","24.581","21.943","21.713","22.138","31.665","29.382"
Montenegro,"MNE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","19.088","18.959","18.785","18.444","18.134","17.544","17.114","16.698","17.075","16.918","16.733","21.889","19.919","24.485","26.98","29.538","27.777","26.969","31.075","24.849"
Morocco,"MAR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","21.662","21.423","21.422","21.418","21.42","21.393","21.415","21.426","20.312","19.23","18.514","17.432","17.254","18.002","17.276","15.272","14.842","14.43","14.032","12.715"
Mozambique,"MOZ","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","78.16","77.023","75.841","74.839","73.826","72.797","71.749","70.684","69.605","68.512","67.406","66.287","65.152","64.001","62.836","63.022","63.208","63.4","63.606","63.259"
Myanmar,"MMR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","69.801","68.447","66.868","65.306","63.718","62.157","60.705","59.428","58.095","56.9","56.262","55.371","54.316","53.286","52.414","48.304","44.204","43.109","40.618","39.041"
Namibia,"NAM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","27.825","27.857","27.891","27.925","27.957","27.987","28.016","28.045","28.074","28.104","28.134","28.167","32.799","30.564","32.424","34.33","30.281","26.441","26.565","24.467"
Nauru,"NRU","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Nepal,"NPL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","18.18","18.362","18.539","18.735","18.925","19.097","19.276","19.522","19.847","20.231","20.58","20.76","20.783","20.799","20.907","20.886","20.601","20.212","19.817","19.815"
Netherlands,"NLD","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","82.403","81.923","81.47","81.422","81.757","81.636","81.787","81.698","81.3","80.2","80.8","82.3","81.5","79.1","80.8","80.5","80.9","80.9","81.4","80.9"
New Caledonia,"NCL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","42.529","42.506","42.33","42.141","41.92","41.55","41.324","41.355","41.27","40.729","40.49","40.499","40.511","40.6","38.932","37.29","35.677","34.095","32.548","35.578"
New Zealand,"NZL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","59.727","60.492","59.482","58.648","59.162","61.508","61.946","60.153","58.888","58.047","57.026","57.445","56.033","57.705","59","59.823","61.025","62.831","63.281","61.807"
Nicaragua,"NIC","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","27.394","27.805","28.215","28.624","29.027","29.407","29.768","30.124","30.476","30.828","31.179","31.533","31.892","32.256","32.097","31.912","31.717","31.097","30.52","29.873"
Niger,"NER","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","56.649","56.971","57.319","57.684","58.016","58.336","58.644","58.903","59.144","59.308","59.43","56.904","54.399","51.937","51.546","51.153","50.756","50.356","49.954","54.47"
Nigeria,"NGA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","75.997","74.708","73.35","71.988","70.506","68.503","66.842","65.654","66.367","65.195","65.24","64.718","63.839","63.698","63.391","62.696","61.536","60.775","59.826","57.757"
North Macedonia,"MKD","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","29.789","28.32","29.74","28.602","27.49","29.202","27.583","28.1","26.194","22.919","23.854","26.235","27.117","25.307","25.342","23.265","23.559","22.841","25.831","23.359"
Northern Mariana Islands,"MNP","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Norway,"NOR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","65.161","64.582","64.269","64.003","64.856","64.205","63.981","64.057","63.3","61.4","61.4","62.5","62.5","60.1","61.6","60.1","58.9","59.5","60.8","61.1"
Oman,"OMN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","23.371","23.273","23.15","22.326","21.524","20.742","19.982","19.242","18.524","17.827","17.15","16.494","15.858","15.243","14.647","14.07","13.997","13.963","14.022","12.977"
Pakistan,"PAK","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","12.583","14.991","15.546","16.093","16.587","17.087","17.025","17.604","18.785","19.572","19.26","19.559","19.86","20.106","20.734","19.926","19.132","18.355","20.252","21.022"
Palau,"PLW","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Panama,"PAN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","35.365","34.71","35.87","34.88","35.54","33.5","32.82","33.38","34.33","31.941","28.895","31.512","33.832","32.425","30.728","31.468","33.121","33.758","35.697","43.474"
Papua New Guinea,"PNG","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","40.408","40.896","41.055","41.131","40.715","40.417","39.798","40.266","39.767","38.839","38.519","37.709","37.002","35.125","34.097","33.203","32.541","32.329","31.543","30.719"
Paraguay,"PRY","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","46.113","46.106","42.034","46.305","44.085","44.019","41.939","44.299","48.666","43.359","45.959","47.457","46.732","42.505","40.27","45.354","45.944","46.743","47.303","43.974"
Peru,"PER","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","51.135","52.717","54.291","55.85","57.388","59.922","62.224","63.604","63.332","64.382","62.638","62.234","61.168","59.107","55.833","56.237","58.004","57.874","57.911","50.425"
Philippines,"PHL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","33.744","33.551","33.19","32.899","33.435","32.935","32.245","31.51","32.181","32.012","33.186","32.722","31.892","32.679","31.27","30.276","27.565","27.324","27.174","23.334"
Poland,"POL","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","34.492","32.338","30.625","29.725","29.654","30.906","29.687","29.846","29.725","30.012","28.548","28.581","28.043","28.77","27.086","29.143","29.9","30.842","31.104","27.399"
Portugal,"PRT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","41.554","41.757","41.403","38.021","38.103","37.644","37.836","38.075","37.227","34.216","35.873","34.81","33.781","34.035","32.954","31.531","32.606","31.822","32.492","28.343"
Puerto Rico (US),"PRI","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","26.175","26.583","28.302","27.034","28.553","25.173","21.197","22.456","19.735","17.299","17.337","17.243","17.118","16.975","16.855","16.755","16.526","16.386","16.52","15.518"
Qatar,"QAT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","35.096","34.836","34.52","34.364","34.423","34.349","34.14","33.071","32.02","31.179","30.35","30.699","31.05","34.868","38.89","39.087","39.284","39.482","39.68","40.52"
Romania,"ROU","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","25.491","24.687","24.377","23.393","22.955","22.317","21.745","21.134","18.9","21.6","22.1","21.5","20.8","20.2","21.3","18.6","21.6","20.6","20","20.3"
Russian Federation,"RUS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","36.724","36.95","35.736","35.597","35.835","35.534","36.013","37.426","38.317","36.846","36.998","35.206","35.673","34.443","33.923","33.326","31.468","30.739","29.714","28.84"
Rwanda,"RWA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","46.741","45.735","45.103","44.639","44.332","44.165","44.092","44.002","43.88","43.667","43.399","43.112","42.855","42.585","42.273","41.941","41.582","39.825","39.543","45.168"
Samoa,"WSM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","38.563","37.972","37.413","37.096","36.364","36.157","36.165","35.832","35.985","35.369","35.023","35.584","35.679","35.706","35.359","34.55","34.496","31.909","28.801","25.802"
San Marino,"SMR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sao Tome and Principe,"STP","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","22.859","22.748","22.573","22.482","22.374","22.263","22.26","22.248","22.26","22.248","22.184","22.177","22.19","22.141","22.056","21.823","21.521","21.158","20.776","19.703"
Saudi Arabia,"SAU","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","7.28","7.45","7.703","7.964","8.233","8.51","7.23","6.81","6.461","7.147","7.9","8.72","9.31","9.21","8.46","8.73","6.869","7.961","9.697","12.858"
Senegal,"SEN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","25.854","25.626","25.385","25.251","25.137","25.054","24.774","24.507","24.254","24.012","23.773","23.537","23.3","23.062","22.83","26.436","20.657","20.067","19.455","19.178"
Serbia,"SRB","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","34.534","33.4","32.608","31.551","30.664","30.08","27.93","27.178","24.456","21.948","20.712","21.847","22.743","21.28","22.635","23.447","24.07","23.314","22.678","21.095"
Seychelles,"SYC","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sierra Leone,"SLE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","46.05","45.903","45.848","49.039","47.476","45.926","44.388","42.865","41.36","39.875","38.41","36.967","35.548","34.153","34.048","33.923","33.779","33.621","33.258","32.948"
Singapore,"SGP","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","41.87","37.5","38.54","38.34","38.51","38.68","35.22","36.74","33.66","37.55","35.64","36.38","34.49","35.44","39.79","37.69","35.73","36.93","37.91","35.43"
Sint Maarten (Dutch part),"SXM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Slovak Republic,"SVK","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","41.213","39.185","37.246","35.775","32.365","30.676","30.203","26.731","25.354","25.478","22.696","23.628","23.702","24.697","24.888","24.714","26.475","24.508","22.225","21.018"
Slovenia,"SVN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","31.7","32.601","28.894","35.376","36.262","36.397","35.393","37.387","35.797","34.822","32.312","30.045","30.171","30.43","31.693","30.555","34.929","34.339","32.964","28.668"
Solomon Islands,"SLB","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","74.839","75.305","74.863","74.302","73.762","73.526","73.336","72.888","72.784","72.107","71.737","71.868","71.713","71.973","72.176","71.978","72.023","72.092","72.189","71.503"
"Somalia, Fed. Rep.","SOM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","12.477","12.505","12.541","12.609","12.736","12.916","13.048","13.049","12.977","12.886","12.659","12.435","12.335","12.267","12.189","12.129","12.01","11.952","11.906","11.767"
South Africa,"ZAF","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","31.348","30.412","29.565","28.864","28.335","27.927","27.591","27.354","24.948","23.234","23.194","22.673","23.4","22.626","23.551","23.344","23.97","22.453","23.025","18.91"
South Sudan,"SSD","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","67.952","68.2","68.441","68.329","67.91","67.412","66.881","66.392","66.056","65.456","64.919","64.886","64.754","65.356","66.082","66.844","68.131","67.947","66.559","65.887"
Spain,"ESP","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","37.192","38.482","39.178","39.788","43.045","44.143","43.549","43.72","41.793","40.394","39.166","37.757","35.961","34.069","33.19","31.254","31.6","30.84","30.761","27.476"
Sri Lanka,"LKA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","30.217","29.579","28.964","28.367","27.78","27.196","26.606","26.002","25.379","24.729","23.29","22.732","23.17","22.179","24.749","22.906","23.792","20.527","21.541","19.447"
St. Kitts and Nevis,"KNA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
