Country Name,"Country Code","Series Name","Series Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
Liberia,"LBR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.018","2.104","2.222","2.42","2.424","2.413","2.28","2.232","2.221","2.241","2.266","2.211","2.146","2.08","2.079","2.557","3.081","3.067","3.058","3.071","4.102"
Libya,"LBY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","19.275","19.239","19.281","19.074","18.938","18.66","18.805","18.771","19.041","19.29","19.321","19.504","19.03","19.311","19.295","19.69","19.559","19.053","18.865","19.087","19.651"
Liechtenstein,"LIE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Lithuania,"LTU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","15.931","16.84","13.008","12.874","10.684","8.325","5.78","4.25","5.826","13.785","17.814","15.39","13.365","11.77","10.698","9.12","7.862","7.073","6.147","6.255","8.487"
Luxembourg,"LUX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.345","1.805","2.621","3.675","5.113","4.488","4.731","4.065","5.06","5.194","4.423","5.122","5.03","6.045","6.044","6.796","6.669","5.523","5.589","5.592","6.766"
"Macao SAR, China","MAC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.874","6.371","6.278","5.995","4.904","4.158","3.822","3.269","2.999","3.58","2.84","2.56","1.97","1.82","1.67","1.81","1.939","1.981","1.803","1.73","2.542"
Madagascar,"MDG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.8","5.35","5.515","5.01","3.951","2.62","2.945","3.202","3.431","3.885","4.28","2.516","0.599","0.995","1.385","1.785","1.949","2.123","2.303","2.479","3.292"
Malawi,"MWI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.045","5.221","5.248","5.165","4.964","4.935","4.954","4.876","4.796","4.732","4.78","4.829","4.949","4.978","4.967","4.953","5.011","5.046","5.021","4.964","5.72"
Malaysia,"MYS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3","3.53","3.48","3.61","3.54","3.53","3.32","3.31","3.34","3.62","3.32","3.05","3.04","3.14","2.88","3.1","3.44","3.41","3.3","3.33","4.54"
Maldives,"MDV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","1.97","3.038","4.094","5.126","6.151","7.313","8.345","9.421","10.361","11.697","10.875","10.043","9.134","8.295","7.461","6.611","5.771","5.377","4.962","4.562","5.42"
Mali,"MLI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","1.412","1.332","1.36","1.272","1.413","1.367","1.395","1.372","1.383","1.406","1.375","1.403","1.462","1.517","1.476","1.404","1.367","1.498","1.62","3.29","3.528"
Malta,"MLT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","6.324","7.107","6.902","7.488","7.317","6.923","6.798","6.472","5.977","6.896","6.861","6.388","6.203","6.115","5.737","5.389","4.694","4.008","3.956","4.08","4.856"
Marshall Islands,"MHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mauritania,"MRT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","10.03","10.132","10.201","9.911","9.77","9.59","9.313","9.482","9.715","10.214","10.093","9.976","9.864","9.926","10.026","10.104","10.287","10.336","10.411","10.416","11.051"
Mauritius,"MUS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","9.125","9.14","8.205","8.318","8.337","9.524","9.04","8.475","7.17","7.257","7.654","7.447","7.472","7.322","7.467","7.41","6.814","6.752","6.426","6.331","8.626"
Mexico,"MEX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","2.646","2.627","3.003","3.455","3.937","3.558","3.566","3.628","3.874","5.356","5.303","5.175","4.892","4.921","4.819","4.311","3.853","3.419","3.275","3.477","4.44"
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Moldova,"MDA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","8.539","7.366","6.845","6.378","6.374","5.633","4.26","2.749","2.097","3.024","2.972","2.677","2.189","1.894","1.45","1.781","1.591","1.622","1.239","1.502","1.206"
Monaco,"MCO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mongolia,"MNG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","5.992","6.111","6.2","6.768","6.851","7.015","7.193","7.2","5.565","5.86","6.549","4.769","3.905","4.231","4.798","4.861","7.235","6.359","5.377","9.024","6.413"
Montenegro,"MNE","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","30.447","30.542","30.356","30.39","30.342","30.31","24.815","19.4","17.15","19.09","19.649","19.759","19.808","19.585","18.054","17.555","17.732","16.082","15.19","15.128","17.878"
Morocco,"MAR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","13.58","12.46","11.59","11.92","10.83","11.01","9.67","9.56","9.57","8.96","9.09","8.91","8.99","9.23","9.7","9.46","9.3","9.22","9.272","9.191","11.189"
